date,meantemp
2016-03-11,0.582824
2016-03-12,0.567413
2016-03-13,0.557860
2016-03-14,0.500546
2016-03-15,0.552256
2016-03-16,0.548308
2016-03-17,0.620906
2016-03-18,0.617085
2016-03-19,0.635371
2016-03-20,0.645997
2016-03-21,0.630459
2016-03-22,0.582697
2016-03-23,0.617467
2016-03-24,0.676565
2016-03-25,0.729803
2016-03-26,0.570597
2016-03-27,0.618996
2016-03-28,0.609316
2016-03-29,0.645742
2016-03-30,0.720524
2016-03-31,0.733624
2016-04-01,0.751092
2016-04-02,0.804312
2016-04-03,0.834880
2016-04-04,0.819596
2016-04-05,0.804312
2016-04-06,0.775655
2016-04-07,0.731587
2016-04-08,0.711208
2016-04-09,0.756041
2016-04-10,0.802402
2016-04-11,0.727511
2016-04-12,0.739738
2016-04-13,0.787118
2016-04-14,0.829148
2016-04-15,0.844432
2016-04-16,0.907478
2016-04-17,0.876274
2016-04-18,0.875000
2016-04-19,0.855895
2016-04-20,0.857806
2016-04-21,0.855895
2016-04-22,0.832969
2016-04-23,0.792213
2016-04-24,0.773745
2016-04-25,0.787118
2016-04-26,0.838701
2016-04-27,0.829148
2016-04-28,0.860598
2016-04-29,0.858079
2016-04-30,0.827238
2016-05-01,0.876910
2016-05-02,0.978166
2016-05-03,0.901747
2016-05-04,0.847162
2016-05-05,0.751965
2016-05-06,0.777566
2016-05-07,0.834880
2016-05-08,0.890539
2016-05-09,0.841630
2016-05-10,0.855895
2016-05-11,0.810044
2016-05-12,0.897926
2016-05-13,0.956589
2016-05-14,0.934225
2016-05-15,0.955240
2016-05-16,0.954148
2016-05-17,0.962882
2016-05-18,0.970524
2016-05-19,0.959061
2016-05-20,0.959825
2016-05-21,0.921106
2016-05-22,0.941485
2016-05-23,0.801310
2016-05-24,0.780280
2016-05-25,0.831973
2016-05-26,0.894693
2016-05-27,0.986503
2016-05-28,0.918941
2016-05-29,0.779476
2016-05-30,0.636190
2016-05-31,0.814410
2016-06-01,0.917031
2016-06-02,0.964793
2016-06-03,0.964793
2016-06-04,0.984279
2016-06-05,0.922125
2016-06-06,0.899563
2016-06-07,0.875000
2016-06-08,0.919214
2016-06-09,0.908879
2016-06-10,0.921106
2016-06-11,0.838701
2016-06-12,0.901747
2016-06-13,0.917031
2016-06-14,0.813865
2016-06-15,0.878311
2016-06-16,0.840611
2016-06-17,0.861627
2016-06-18,0.912664
2016-06-19,0.905568
2016-06-20,0.762282
2016-06-21,0.821507
2016-06-22,0.829148
2016-06-23,0.851192
2016-06-24,0.930404
2016-06-25,0.899563
2016-06-26,0.882387
2016-06-27,0.865448
2016-06-28,0.757642
2016-06-29,0.897926
2016-06-30,0.900728
2016-07-01,0.798581
2016-07-02,0.684716
2016-07-03,0.720251
2016-07-04,0.754640
2016-07-05,0.832969
2016-07-06,0.833479
2016-07-07,0.840611
2016-07-08,0.758079
2016-07-09,0.832969
2016-07-10,0.811954
2016-07-11,0.779476
2016-07-12,0.748908
2016-07-13,0.771834
2016-07-14,0.746998
2016-07-15,0.764192
2016-07-16,0.645742
2016-07-17,0.676310
2016-07-18,0.662300
2016-07-19,0.804312
2016-07-20,0.861627
2016-07-21,0.859971
2016-07-22,0.859716
2016-07-23,0.790939
2016-07-24,0.777566
2016-07-25,0.792849
2016-07-26,0.743177
2016-07-27,0.682041
2016-07-28,0.719360
2016-07-29,0.653384
2016-07-30,0.652111
2016-07-31,0.711208
2016-08-01,0.706878
2016-08-02,0.754640
2016-08-03,0.811954
2016-08-04,0.828724
2016-08-05,0.849782
2016-08-06,0.735662
2016-08-07,0.828924
2016-08-08,0.850073
2016-08-09,0.783003
2016-08-10,0.794760
2016-08-11,0.675764
2016-08-12,0.704148
2016-08-13,0.743450
2016-08-14,0.701019
2016-08-15,0.784934
2016-08-16,0.774381
2016-08-17,0.731441
2016-08-18,0.730228
2016-08-19,0.796943
2016-08-20,0.830988
2016-08-21,0.782306
2016-08-22,0.800421
2016-08-23,0.778865
2016-08-24,0.739083
2016-08-25,0.780087
2016-08-26,0.770985
2016-08-27,0.788210
2016-08-28,0.837555
2016-08-29,0.720524
2016-08-30,0.734847
2016-08-31,0.649846
2016-09-01,0.671266
2016-09-02,0.756218
2016-09-03,0.760974
2016-09-04,0.785354
2016-09-05,0.766544
2016-09-06,0.745087
2016-09-07,0.767249
2016-09-08,0.792213
2016-09-09,0.750607
2016-09-10,0.771246
2016-09-11,0.764192
2016-09-12,0.783843
2016-09-13,0.811063
2016-09-14,0.759825
2016-09-15,0.786423
2016-09-16,0.776419
2016-09-17,0.804165
2016-09-18,0.802402
2016-09-19,0.806223
2016-09-20,0.838913
2016-09-21,0.836332
2016-09-22,0.734757
2016-09-23,0.764192
2016-09-24,0.771528
2016-09-25,0.768179
2016-09-26,0.778865
2016-09-27,0.800421
2016-09-28,0.808210
2016-09-29,0.801707
2016-09-30,0.801310
2016-10-01,0.811317
2016-10-02,0.819667
2016-10-03,0.833557
2016-10-04,0.750607
2016-10-05,0.697962
2016-10-06,0.755135
2016-10-07,0.762969
2016-10-08,0.751965
2016-10-09,0.761747
2016-10-10,0.726832
2016-10-11,0.723435
2016-10-12,0.720524
2016-10-13,0.732492
2016-10-14,0.725983
2016-10-15,0.664564
2016-10-16,0.685590
2016-10-17,0.690830
2016-10-18,0.687773
2016-10-19,0.700792
2016-10-20,0.705408
2016-10-21,0.684994
2016-10-22,0.713246
2016-10-23,0.657205
2016-10-24,0.687773
2016-10-25,0.673712
2016-10-26,0.659557
2016-10-27,0.628336
2016-10-28,0.596636
2016-10-29,0.605693
2016-10-30,0.575470
2016-10-31,0.566678
2016-11-01,0.561975
2016-11-02,0.541882
2016-11-03,0.600349
2016-11-04,0.575125
2016-11-05,0.523178
2016-11-06,0.517386
2016-11-07,0.566892
2016-11-08,0.541989
2016-11-09,0.519651
2016-11-10,0.535501
2016-11-11,0.547773
2016-11-12,0.536110
2016-11-13,0.559275
2016-11-14,0.530232
2016-11-15,0.496419
2016-11-16,0.482029
2016-11-17,0.480853
2016-11-18,0.480853
2016-11-19,0.448326
2016-11-20,0.496725
2016-11-21,0.474975
2016-11-22,0.506780
2016-11-23,0.514335
2016-11-24,0.471386
2016-11-25,0.537991
2016-11-26,0.559209
2016-11-27,0.539103
2016-11-28,0.502977
2016-11-29,0.477196
2016-11-30,0.423961
2016-12-01,0.420306
2016-12-02,0.403748
2016-12-03,0.464884
2016-12-04,0.394323
2016-12-05,0.386264
2016-12-06,0.383272
2016-12-07,0.374454
2016-12-08,0.333188
2016-12-09,0.410116
2016-12-10,0.319262
2016-12-11,0.429221
2016-12-12,0.425169
2016-12-13,0.398908
2016-12-14,0.383794
2016-12-15,0.371907
2016-12-16,0.300582
2016-12-17,0.351528
2016-12-18,0.308224
2016-12-19,0.362445
2016-12-20,0.421834
2016-12-21,0.368341
2016-12-22,0.344978
2016-12-23,0.291921
2016-12-24,0.345971
2016-12-25,0.244541
2016-12-26,0.340611
2016-12-27,0.331659
2016-12-28,0.342890
2016-12-29,0.282387
2016-12-30,0.247453
2016-12-31,0.276718
2017-01-01,0.303019
2017-01-02,0.382096
2017-01-03,0.339641
2017-01-04,0.388210
2017-01-05,0.378700
2017-01-06,0.407106
2017-01-07,0.266194
2017-01-08,0.296024
2017-01-09,0.262009
2017-01-10,0.186803
2017-01-11,0.152838
2017-01-12,0.176971
2017-01-13,0.221166
2017-01-14,0.220087
2017-01-15,0.318967
2017-01-16,0.264410
2017-01-17,0.174915
2017-01-18,0.215247
2017-01-19,0.263464
2017-01-20,0.283153
2017-01-21,0.287070
2017-01-22,0.380262
2017-01-23,0.370408
2017-01-24,0.377444
2017-01-25,0.458515
2017-01-26,0.311135
2017-01-27,0.320961
2017-01-28,0.270941
2017-01-29,0.295488
2017-01-30,0.319262
2017-01-31,0.309498
2017-02-01,0.282751
2017-02-02,0.339023
2017-02-03,0.294561
2017-02-04,0.388210
2017-02-05,0.386118
2017-02-06,0.332848
2017-02-07,0.278930
2017-02-08,0.296507
2017-02-09,0.286572
2017-02-10,0.264920
2017-02-11,0.294214
2017-02-12,0.313319
2017-02-13,0.315866
2017-02-14,0.332424
2017-02-15,0.353712
2017-02-16,0.435590
2017-02-17,0.467686
2017-02-18,0.462336
2017-02-19,0.500198
2017-02-20,0.531114
2017-02-21,0.483988
2017-02-22,0.401201
2017-02-23,0.385917
2017-02-24,0.401201
2017-02-25,0.397380
2017-02-26,0.389738
2017-02-27,0.424127
2017-02-28,0.529840
2017-03-01,0.564327
2017-03-02,0.542576
2017-03-03,0.443231
2017-03-04,0.401201
2017-03-05,0.420306
2017-03-06,0.427948
2017-03-07,0.508188
2017-03-08,0.475189
2017-03-09,0.451965
2017-03-10,0.426037
2017-03-11,0.383115
2017-03-12,0.347707
2017-03-13,0.349830
2017-03-14,0.366812
2017-03-15,0.424127
2017-03-16,0.550218
2017-03-17,0.455459
2017-03-18,0.571381
2017-03-19,0.570597
2017-03-20,0.529840
2017-03-21,0.580786
2017-03-22,0.649563
2017-03-23,0.672489
2017-03-24,0.700509
2017-03-25,0.626638
2017-03-26,0.706114
2017-03-27,0.718341
2017-03-28,0.730228
2017-03-29,0.764192
2017-03-30,0.711790
2017-03-31,0.752729
2017-04-01,0.775655
2017-04-02,0.725983
2017-04-03,0.748908
2017-04-04,0.762154
2017-04-05,0.710111
2017-04-06,0.770985
2017-04-07,0.641921
2017-04-08,0.599891
2017-04-09,0.645742
2017-04-10,0.668122
2017-04-11,0.710699
2017-04-12,0.710699
2017-04-13,0.723435
2017-04-14,0.748908
2017-04-15,0.770985
2017-04-16,0.764192
2017-04-17,0.811742
2017-04-18,0.855895
2017-04-19,0.840611
2017-04-20,0.871179
2017-04-21,0.863537
2017-04-22,0.822271
2017-04-23,0.821507
2017-04-24,0.794760
